"I have been experiencing a skin rash on my arms, legs, and torso for the past few weeks. It is red, itchy, and covered in dry, scaly patches.","I have been experiencing a reddened skin on my arms, legs, and torso for the past few weeks. It is pruritic and covered in flaky patches.","'Eczema', 'Psoriasis', 'Contact dermatitis', 'Dermatitis herpetiformis', 'Scabies', 'Ringworm', 'Lupus', 'Pityriasis rosea', 'Nummular eczema', 'Seborrheic dermatitis', 'Lichen planus', 'Allergic reactions', 'Lyme disease', 'Chickenpox', 'Syphilis'","'Eczema', 'Psoriasis', 'Contact dermatitis', 'Scabies', 'Pityriasis rosea', 'Dermatitis herpetiformis', 'Lichen planus', 'Nummular eczema', 'Seborrheic dermatitis', 'Allergic reaction', 'Lupus', 'Pityriasis rubra pilaris', 'Tinea versicolor', 'Drug reaction', 'Lichen simplex chronicus'"
"My skin has been peeling, especially on my knees, elbows, and scalp. This peeling is often accompanied by a burning or stinging sensation.","My skin has been exfoliating, especially on my knees, elbows, and scalp. This exfoliation is often accompanied by a burning feeling or burning.","'Psoriasis', 'Eczema', 'Contact dermatitis', 'Atopic dermatitis', 'Seborrheic dermatitis', 'Ringworm', 'Allergic reactions', 'Sunburn', 'Keratosis pilaris', 'Pityriasis rosea', 'Ichthyosis', 'Dermatitis herpetiformis', 'Vitiligo', 'Lichen planus', 'Cutaneous T-cell lymphoma'","'Psoriasis', 'Eczema', 'Contact dermatitis', 'Seborrheic dermatitis', 'Pityriasis rosea', 'Lichen planus', 'Staphylococcal scalded skin syndrome', 'Toxic epidermal necrolysis', 'Stevens-Johnson syndrome', 'Granuloma annulare', 'Keratosis pilaris', 'Bullous pemphigoid', 'Cutaneous T cell lymphoma', 'Dermatomyositis', 'Lupus erythematosus'"
"I have been experiencing joint pain in my fingers, wrists, and knees. The pain is often achy and throbbing, and it gets worse when I move my joints.","I have been experiencing Finger pain, Wrist pain, and Knee pain. The pain is often Soreness and Pulsating, and it aggravates when I move my joints.","'Rheumatoid arthritis', 'Osteoarthritis', 'Carpal tunnel syndrome', 'Gout', 'Lupus', 'Psoriatic arthritis', 'Bursitis', 'Tendonitis', 'Lyme disease', 'Osteoporosis', 'Fibromyalgia', 'Sarcoidosis', 'Septic arthritis', 'Chikungunya', 'Polymyalgia rheumatica'","'Rheumatoid arthritis', 'Osteoarthritis', 'Carpal tunnel syndrome', 'Bursitis', 'Tendonitis', 'Gout', 'Lupus', 'Fibromyalgia', 'Psoriatic arthritis', 'Osteoporosis', 'Lyme disease', ""Raynaud's disease"", ""Reiter's syndrome"", ""Sjogren's syndrome"", 'Ankylosing spondylitis'"
"There is a silver like dusting on my skin, especially on my lower back and scalp. This dusting is made up of small scales that flake off easily when I scratch them.","There is a silvery sheen on my skin, especially localised on my lower back and scalp. This sheen is made up of dandruff that flakes off easily when I scratch them.","'Psoriasis', 'Seborrheic dermatitis', 'Tinea versicolor', 'Atopic dermatitis', 'Dermatitis herpetiformis', 'Pityriasis rosea', 'Lichen planus', 'Pityriasis rubra pilaris', 'Ichthyosis', 'Contact dermatitis', 'Ringworm', 'Lupus erythematosus', 'Eczema', 'Pityriasis alba', 'Secondary syphilis'","'Psoriasis', 'Seborrheic dermatitis', 'Tinea versicolor', 'Atopic dermatitis', 'Folliculitis', 'Contact dermatitis', 'Pityriasis rosea', 'Eczema', 'Lichen planus ', 'Pemphigus', 'Lupus', 'Ichthyosis', 'Lichen sclerosus', 'Dermatitis herpetiformis', 'Tinea capitis'"
"My nails have small dents or pits in them, and they often feel inflammatory and tender to the touch. Even there are minor rashes on my arms.","'My nails have nail pitting, and they often feel swollen and sore to the touch. Even there are skin irritations on my arms.'","'Psoriasis', 'Eczema', 'Dermatitis', 'Rheumatoid arthritis', 'Systemic lupus erythematosus', 'Alopecia areata', 'Kawasaki disease', 'Sarcoidosis', ""Reiter's syndrome"", 'Scleroderma', 'Acrodermatitis enteropathica', 'Syphilis', 'Lichen planus', 'Pityriasis rosea', 'Scabies'","'Psoriasis', 'Rheumatoid arthritis', 'Eczema', 'Lupus', 'Dermatitis', 'Nail psoriasis', 'Onychomycosis', 'Sarcoidosis', 'Scleroderma', 'Pemphigus', 'Pemphigoid', 'Reactive arthritis', 'Systemic sclerosis', 'Contact dermatitis', 'Lichen planus'"
"I have been experiencing a skin rash on my arms, legs, and torso for the past few weeks. It is red, itchy, and covered in dry, scaly patches.","I have been experiencing a skin rash on my arms, legs, and torso for the past few weeks. It is Inflammation, Pruritus, and covered in Flaky patches.","'Eczema', 'Psoriasis', 'Contact dermatitis', 'Allergic reaction', 'Chickenpox', 'Dermatitis herpetiformis', 'Scabies', 'Ringworm', 'Lichen planus', 'Pityriasis rosea', 'Lupus', 'Shingles', 'Nummular eczema', 'Impetigo', 'Dermatophytosis (fungal infection)'","'Psoriasis', 'Eczema', 'Contact dermatitis', 'Allergic reactions', 'Scabies', 'Dermatitis herpetiformis', 'Pityriasis rosea', 'Fungal infections', 'Lupus', 'Lichen planus', 'Impetigo', 'Rosacea', 'Seborrheic dermatitis', 'Nummular dermatitis', 'Pemphigus'"
"My skin has been peeling, especially on my knees, elbows, and scalp. This peeling is often accompanied by a burning or stinging sensation.","My skin has been desquamating, especially on my knees, elbows, and scalp. This desquamation is often accompanied by a stinging or burning sensation.","'Psoriasis', 'Eczema', 'Contact dermatitis', 'Seborrheic dermatitis', 'Dermatophytosis', 'Pityriasis rosea', 'Allergic reaction', 'Autoimmune disorder', 'Keratosis pilaris', 'Sunburn', 'Lichen planus', 'Tinea versicolor', 'Ichthyosis', 'Xerosis', 'Hand, foot, and mouth disease'","'Psoriasis', 'Eczema', 'Contact dermatitis', 'Seborrheic dermatitis', 'Dermatitis herpetiformis', 'Atopic dermatitis', 'Pityriasis rubra pilaris', 'Cutaneous T-cell lymphoma', 'Ichthyosis', 'Pemphigus', 'Pemphigoid', 'Lichen planus', ""Sjogren's syndrome"", 'Lupus erythematosus', 'Drug reaction'"
"I have been experiencing joint pain in my fingers, wrists, and knees. The pain is often achy and throbbing, and it gets worse when I move my joints.","""I have been experiencing Arthritis in my fingers, Wrist pain, and Knee pain. The pain is often Pulsating, and it exacerbates with joint movement.""","'Osteoarthritis', 'Rheumatoid arthritis', 'Gout', 'Lupus', 'Bursitis', 'Carpal Tunnel Syndrome', 'Tendinitis', 'Psoriatic arthritis', 'Fibromyalgia', 'Osteoporosis', 'Lyme disease', 'Scleroderma', 'Ankylosing spondylitis', ""Sjogren's syndrome"", 'Juvenile arthritis'","'Osteoarthritis', 'Rheumatoid arthritis', 'Gout', 'Psoriatic arthritis', 'Lupus', 'Scleroderma', 'Septic arthritis', 'Juvenile idiopathic arthritis', 'Lyme disease', 'Bursitis', 'Tendinitis', 'Osteoporosis', 'Fibromyalgia', 'Carpal tunnel syndrome', ""Raynaud's disease"""
"There is a silver like dusting on my skin, especially on my lower back and scalp. This dusting is made up of small scales that flake off easily when I scratch them.","There is a shimmer on my skin, especially on my ache and scalp. This shimmer is made up of dandruff that flakes off easily when I scratch them. I also experience pruritus in these areas.","'Psoriasis', 'Seborrheic dermatitis', 'Tinea versicolor', 'Eczema', 'Contact dermatitis', 'Pityriasis rosea', 'Lichen planus', 'Ichthyosis', 'Dermatitis herpetiformis', 'Cutaneous T-cell lymphoma', 'Secondary syphilis', 'Pityriasis rubra pilaris', 'Lupus erythematosus', 'Pemphigus', 'Dermatophytosis'","'Seborrheic dermatitis', 'Psoriasis', 'Tinea capitis', 'Contact dermatitis', 'Eczema', 'Pityriasis rosea', 'Folliculitis', 'Scalp ringworm', 'Lichen planus', 'Allergic reactions', 'Scalp psoriasis', 'Head lice', 'Scabies', 'Dermatitis herpetiformis', 'Pemphigus'"
"My nails have small dents or pits in them, and they often feel inflammatory and tender to the touch. Even there are minor rashes on my arms.","My nails have grooves in them, and they often feel painful and tender to the touch. Even there are skin irritations on my arms.","'Psoriasis', 'Eczema', 'Dermatitis', 'Rheumatoid arthritis', 'Alopecia areata', 'Lupus', 'Psoriatic arthritis', 'Systemic sclerosis', 'Onychomycosis', 'Nail psoriasis', 'Lichen planus', 'Hand, foot, and mouth disease', 'Contact dermatitis', 'Systemic lupus erythematosus', 'Dermatomyositis'","'Psoriasis', 'Eczema', 'Lichen planus', 'Iron deficiency anemia', 'Fungal nail infection', 'Rheumatoid arthritis', 'Systemic lupus erythematosus', 'Thyroid disease', 'Dermatitis', 'Vitamin deficiency (such as B12 or zinc)', 'Peripheral vascular disease', 'Scleroderma', 'Diabetes', 'Onychomycosis', 'Kawasaki disease'"
